created,month_created,weeknum_created,day_created,id,applicant,job_title,stage_type,reject_reason,rejected_at,hired_at,referring_site
11/20/2023,November,47,Monday,72885976,Bob  Davis,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/20/2023,,Indeed
11/20/2023,November,47,Monday,72890684,Charlie  Johnson,Chairside Dental Assistant,Screening,Never Responded,12/7/2023,,Indeed
11/20/2023,November,47,Monday,72893956,Jane  Wilson,Dental Receptionist with medical background,Inbox,Lacking relevant experience,11/20/2023,,Indeed
11/20/2023,November,47,Monday,72894969,Emma  Smith,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/20/2023,,Indeed
11/20/2023,November,47,Monday,72911581,Charlie  Williams,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/20/2023,,Indeed
11/20/2023,November,47,Monday,72911810,John  Moore,Dental Billing Team Leader,Inbox,Not Living In NYC,11/20/2023,,ZipRecruiter
11/20/2023,November,47,Monday,72912240,Alice  Brown,Dental Receptionist with medical background,Inbox,Lacking relevant experience,11/20/2023,,Indeed
11/20/2023,November,47,Monday,72939270,Alice  Moore,Dental Receptionist With Medical Background,Screening,Lacking relevant experience,11/24/2023,,Indeed
11/20/2023,November,47,Monday,72940978,Bob  Jones,Dental Patient Care & Finance Coordinator,Inbox,Lacking relevant experience,11/21/2023,,Indeed
11/21/2023,November,47,Tuesday,72944586,Emma  Smith,Dental Billing Team Leader,Inbox,Lacking relevant experience,11/21/2023,,ZipRecruiter
11/21/2023,November,47,Tuesday,73001569,Emma  Davis,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/21/2023,,Indeed
11/21/2023,November,47,Tuesday,73017991,Charlie  Davis,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/21/2023,,ZipRecruiter
11/21/2023,November,47,Tuesday,73022281,Frank  Miller,Pediatric Dental Assistant,Inbox,Lacking relevant experience,11/21/2023,,ZipRecruiter
11/21/2023,November,47,Tuesday,73030543,Grace  Williams,Chairside Assistant,Inbox,Lacking relevant experience,11/24/2023,,Indeed
11/21/2023,November,47,Tuesday,73036736,Ethan  Moore,Dental Billing Team Leader,Inbox,Not Living In NYC,11/21/2023,,ZipRecruiter
11/21/2023,November,47,Tuesday,73045492,Charlie  Moore,Dental Patient Relations Specialist,Inbox,Lacking relevant experience,11/24/2023,,ZipRecruiter
11/21/2023,November,47,Tuesday,73054651,John  Johnson,Dental Billing Team Leader,Inbox,Lacking relevant experience,11/24/2023,,ZipRecruiter
11/22/2023,November,47,Wednesday,73062085,Frank  Johnson,Dental Receptionist with medical background,Screening,Lacking relevant experience,11/24/2023,,Indeed
11/22/2023,November,47,Wednesday,73065236,John  Johnson,Dental Billing Team Leader,Inbox,Not Living In NYC,11/22/2023,,ZipRecruiter
11/22/2023,November,47,Wednesday,73066587,Grace  Davis,Dental Receptionist with medical background,Inbox,Lacking relevant experience,11/24/2023,,ZipRecruiter
11/22/2023,November,47,Wednesday,73067292,Bob  Williams,Dental Receptionist With Medical Background,Screening,No Show,12/7/2023,,Indeed
11/22/2023,November,47,Wednesday,73082104,Bob  Smith,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/22/2023,,Indeed
11/22/2023,November,47,Wednesday,73112481,John  Moore,Dental Receptionist with medical background,Inbox,Lacking relevant experience,11/24/2023,,Indeed
11/22/2023,November,47,Wednesday,73138925,Diana  Taylor,Dental Billing Team Leader,Inbox,Not Living In NYC,11/22/2023,,ZipRecruiter
11/22/2023,November,47,Wednesday,73145965,Jane  Davis,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/22/2023,,ZipRecruiter
11/23/2023,November,47,Thursday,73174060,Charlie  Johnson,Chairside Dental Assistant,Screening,No Show,12/7/2023,,Indeed
11/24/2023,November,47,Friday,73285264,Grace  Johnson,Dental Receptionist with medical background,Inbox,Lacking relevant experience,11/24/2023,,Indeed
11/24/2023,November,47,Friday,73336134,Ethan  Johnson,Chairside Dental Assistant,Screening,Never Responded,12/13/2023,,Indeed
11/24/2023,November,47,Friday,73336692,Charlie  Wilson,Dental Billing Team Leader,Inbox,Not Living In NYC,11/24/2023,,ZipRecruiter
11/24/2023,November,47,Friday,73353967,Bob  Jones,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,11/24/2023,,Indeed
11/24/2023,November,47,Friday,73355079,Alice  Taylor,Dental Receptionist with medical background,Inbox,Schedule Conflict,11/24/2023,,Indeed
11/24/2023,November,47,Friday,73357531,Emma  Smith,Dental Receptionist with Medical Experience Background,Inbox,Failed Zoom interview,11/27/2023,,New Job
11/24/2023,November,47,Friday,73357851,Charlie  Smith,Chairside Dental Assistant,Inbox,Not Eligible To Work In The US,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73381956,Grace  Miller,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,ZipRecruiter
11/25/2023,November,47,Saturday,73389997,Grace  Brown,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73390302,Jane  Miller,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73390546,Alice  Johnson,Dental Receptionist With Medical Experience Background,Screening,Never Responded,12/1/2023,,Indeed
11/25/2023,November,47,Saturday,73390776,John  Wilson,Dental Office Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73390910,Bob  Taylor,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73391272,Bob  Taylor,Chairside Assistant,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73391364,Jane  Jones,Chairside Dental Assistant,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73393332,Grace  Smith,Dental Office Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73393992,Frank  Williams,Pediatric Dental Assistant,Inbox,Failed Zoom interview,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73395974,Charlie  Williams,Dental Patient Care & Finance Manager,Inbox,Never Responded,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73399168,Jane  Miller,Pediatric Dental Assistant,Screening,Failed Zoom interview,11/30/2023,,Indeed
11/25/2023,November,47,Saturday,73399761,Grace  Williams,Chairside Assistant,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73401295,Ethan  Brown,Pediatric Dental Assistant,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73401403,Jane  Wilson,Dental Receptionist with Medical Experience Background,Screening,Lacking relevant experience,12/1/2023,,Indeed
11/25/2023,November,47,Saturday,73402666,Diana  Davis,Dental Office Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73402702,Diana  Brown,Chairside Dental Assistant,Inbox,Failed Zoom interview,11/27/2023,,Indeed
11/25/2023,November,47,Saturday,73403950,Charlie  Miller,Dental Office Manager,Inbox,Not Living In NYC,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73404355,Alice  Jones,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73408030,Alice  Jones,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,ZipRecruiter
11/26/2023,November,47,Sunday,73410302,Charlie  Taylor,Pediatric Dental Assistant,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73410356,Ethan  Brown,Chairside Dental Assistant,Inbox,Failed Zoom interview,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73413433,Alice  Miller,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73420334,Ethan  Williams,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73422641,Emma  Moore,Dental Office Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73425568,Ethan  Johnson,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,ZipRecruiter
11/26/2023,November,47,Sunday,73425576,Jane  Smith,Dental Patient Care & Finance Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73429689,Alice  Johnson,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73433819,Ethan  Smith,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73435418,Emma  Jones,Chairside Assistant,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73436896,Bob  Johnson,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73441228,Jane  Moore,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73441656,Frank  Miller,Chairside Dental Assistant,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73441741,Grace  Wilson,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,ZipRecruiter
11/26/2023,November,47,Sunday,73444485,Frank  Williams,Dental Office Manager,Interview,,,,Indeed
11/26/2023,November,47,Sunday,73444782,Charlie  Brown,Dental Office Manager,Screening,Never Responded,12/5/2023,,Indeed
11/26/2023,November,47,Sunday,73450714,Charlie  Jones,Dental Patient Care & Finance Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/26/2023,November,47,Sunday,73455364,John  Moore,Dental Office Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/27/2023,November,48,Monday,73458445,Grace  Taylor,Pediatric Dental Assistant,Screening,Never Responded,12/12/2023,,Indeed
11/27/2023,November,48,Monday,73458518,Emma  Wilson,Dental Office Manager,Screening,Never Responded,12/5/2023,,Indeed
11/27/2023,November,48,Monday,73459446,Alice  Smith,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/27/2023,November,48,Monday,73459906,Grace  Davis,Dental Office Manager,Screening,No Show,12/7/2023,,Indeed
11/27/2023,November,48,Monday,73460482,Charlie  Brown,Dental Office Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/27/2023,November,48,Monday,73463331,Charlie  Smith,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/27/2023,November,48,Monday,73468247,Bob  Davis,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,ZipRecruiter
11/27/2023,November,48,Monday,73509551,Ethan  Jones,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/27/2023,,ZipRecruiter
11/27/2023,November,48,Monday,73521571,Grace  Davis,Dental Office Manager,Screening,Never Responded,12/8/2023,,Indeed
11/27/2023,November,48,Monday,73531558,Emma  Miller,Dental Patient Care & Finance Manager,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/27/2023,November,48,Monday,73539936,Alice  Smith,Dental Office Manager,Inbox,Lacking relevant experience,11/27/2023,,Indeed
11/27/2023,November,48,Monday,73541288,John  Smith,Dental Office Manager,Screening,Never Responded,12/8/2023,,ZipRecruiter
11/27/2023,November,48,Monday,73544323,Grace  Jones,Dental Receptionist With Medical Experience Background,Screening,Never Responded,11/30/2023,,Indeed
11/27/2023,November,48,Monday,73547769,Charlie  Johnson,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/29/2023,,Unknown
11/27/2023,November,48,Monday,73556844,Bob  Williams,Dental Office Manager,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/27/2023,November,48,Monday,73557054,Jane  Williams,Dental Office Manager,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/28/2023,November,48,Tuesday,73564254,Diana  Smith,Dental Office Manager,Inbox,Not Living In NYC,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73565125,Grace  Wilson,Dental Office Manager,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73565368,Jane  Davis,Chairside Dental Assistant,Interview,,,,Indeed
11/28/2023,November,48,Tuesday,73567090,Bob  Miller,Pediatric Dental Assistant,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73568036,Charlie  Jones,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73568133,Grace  Miller,Foreign Trained Dentist as Dental Assistant,Screening,Not Eligible To Work In The US,12/1/2023,,ZipRecruiter
11/28/2023,November,48,Tuesday,73569245,Emma  Wilson,Dental Patient Care & Finance Manager,Screening,Role not a fit,12/11/2023,,Unknown
11/28/2023,November,48,Tuesday,73569344,Grace  Moore,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73569501,John  Williams,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/28/2023,,ZipRecruiter
11/28/2023,November,48,Tuesday,73569585,Jane  Moore,Dental Office Manager,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73624221,Alice  Smith,Chairside Dental Assistant,Screening,Never Responded,12/11/2023,,Indeed
11/28/2023,November,48,Tuesday,73627053,Charlie  Wilson,Pediatric Dental Assistant,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73633587,Diana  Jones,Chairside Dental Assistant,Screening,Lacking relevant experience,12/1/2023,,Indeed
11/28/2023,November,48,Tuesday,73640866,John  Johnson,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73646626,Ethan  Moore,Dental Billing Team Leader,Inbox,Not Living In NYC,11/28/2023,,ZipRecruiter
11/28/2023,November,48,Tuesday,73660036,Charlie  Williams,Chairside Dental Assistant,Inbox,Lacking relevant experience,11/28/2023,,Indeed
11/28/2023,November,48,Tuesday,73663287,Jane  Brown,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/28/2023,November,48,Tuesday,73664412,Grace  Jones,Dental Office Manager,Inbox,Failed Zoom interview,11/29/2023,,Indeed
11/28/2023,November,48,Tuesday,73664673,Jane  Johnson,Dental Office Manager,Inbox,Failed Zoom interview,11/29/2023,,Indeed
11/28/2023,November,48,Tuesday,73676818,John  Wilson,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/28/2023,November,48,Tuesday,73677468,Diana  Taylor,Dental Billing Team Leader,Inbox,Not Living In NYC,11/29/2023,,ZipRecruiter
11/28/2023,November,48,Tuesday,73680311,John  Brown,Dental Office Manager,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/29/2023,November,48,Wednesday,73683903,Emma  Miller,Dental Patient Care & Finance Manager,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/29/2023,November,48,Wednesday,73683971,Frank  Brown,Dental Office Manager,Screening,Never Responded,12/7/2023,,Indeed
11/29/2023,November,48,Wednesday,73685225,Jane  Jones,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/29/2023,November,48,Wednesday,73689465,Bob  Davis,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/29/2023,November,48,Wednesday,73689655,Ethan  Wilson,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/29/2023,,Indeed
11/29/2023,November,48,Wednesday,73751007,John  Williams,Dental Office Manager,Screening,Pipeline,12/13/2023,,Indeed
11/29/2023,November,48,Wednesday,73757302,Ethan  Jones,Dental Billing Team Leader,Inbox,Not Living In NYC,11/30/2023,,ZipRecruiter
11/29/2023,November,48,Wednesday,73757456,John  Williams,Dental Receptionist with Medical Experience Background,Inbox,Not Living In NYC,11/30/2023,,ZipRecruiter
11/29/2023,November,48,Wednesday,73761161,Alice  Brown,Pediatric Dental Assistant,Inbox,Lacking relevant experience,11/30/2023,,ZipRecruiter
11/29/2023,November,48,Wednesday,73761931,Ethan  Jones,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,11/30/2023,,ZipRecruiter
11/29/2023,November,48,Wednesday,73769346,Ethan  Williams,Dental Office Manager,Inbox,Lacking relevant experience,11/30/2023,,Indeed
11/29/2023,November,48,Wednesday,73789867,Jane  Davis,Dental Billing Team Leader,Inbox,Not Living In NYC,11/30/2023,,ZipRecruiter
11/30/2023,November,48,Thursday,73792416,Ethan  Jones,Dental Receptionist With Medical Experience Background,Inbox,Lacking relevant experience,11/30/2023,,ZipRecruiter
11/30/2023,November,48,Thursday,73794828,Alice  Wilson,Dental Patient Relations Specialist,Inbox,Lacking relevant experience,11/30/2023,,ZipRecruiter
11/30/2023,November,48,Thursday,73795392,Charlie  Brown,Chairside Dental Assistant,Inbox,Lacking relevant experience,11/30/2023,,Indeed
11/30/2023,November,48,Thursday,73797931,Charlie  Brown,Chairside Dental Assistant,Screening,Never Responded,12/11/2023,,Indeed
11/30/2023,November,48,Thursday,73809561,Jane  Wilson,Chairside Dental Assistant,Screening,Lacking relevant experience,12/7/2023,,ZipRecruiter
11/30/2023,November,48,Thursday,73852568,Frank  Smith,Dental Billing Team Leader,Inbox,Rejected - Archived Job Post,11/30/2023,,ZipRecruiter
11/30/2023,November,48,Thursday,73852838,Ethan  Brown,Pediatric Dental Assistant,Interview,No Show,12/11/2023,,Unknown
11/30/2023,November,48,Thursday,73898786,Grace  Johnson,Dental Receptionist with Medical Experience Background,Screening,Failed Zoom interview,12/5/2023,,Indeed
12/1/2023,December,48,Friday,73908005,Diana  Davis,Pediatric Dental Assistant,Screening,Never Responded,12/11/2023,,Indeed
12/1/2023,December,48,Friday,73915825,Diana  Davis,Dental Receptionist with Medical Experience Background,Inbox,Lacking relevant experience,12/1/2023,,Indeed
12/1/2023,December,48,Friday,73966983,Diana  Williams,Dental Office Manager,Screening,Lacking relevant experience,12/7/2023,,ZipRecruiter
12/1/2023,December,48,Friday,73981400,Ethan  Johnson,Dental Receptionist With Medical Background,Screening,Doctor Rejected,12/6/2023,,Talent
12/2/2023,December,48,Saturday,73988192,Frank  Miller,Dental Billing Team Leader,Inbox,Not Living In NYC,12/3/2023,,ZipRecruiter
12/2/2023,December,48,Saturday,73989469,Diana  Johnson,Chairside Dental Assistant,Screening,Never Responded,12/12/2023,,Indeed
12/2/2023,December,48,Saturday,73992774,Emma  Johnson,Dental Office Manager,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,73992865,Emma  Moore,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,73992904,Emma  Miller,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,73992942,Diana  Jones,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,73992972,Ethan  Smith,Dental Receptionist With Medical Background,Interview,,,,Indeed
12/2/2023,December,48,Saturday,73998254,Diana  Davis,Dental Receptionist With Medical Background,Screening,Failed Zoom interview,12/7/2023,,Indeed
12/2/2023,December,48,Saturday,73999321,Ethan  Taylor,Dental Office Manager,Inbox,Lacking relevant experience,12/2/2023,,Indeed
12/2/2023,December,48,Saturday,74003473,Diana  Smith,Chairside Dental Assistant,Inbox,Lacking relevant experience,12/2/2023,,Indeed
12/2/2023,December,48,Saturday,74004256,Jane  Jones,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,74004504,Emma  Brown,Dental Office Manager,Inbox,Lacking relevant experience,12/2/2023,,Indeed
12/2/2023,December,48,Saturday,74007820,Charlie  Wilson,Pediatric Dental Assistant,Screening,Never Responded,12/13/2023,,Indeed
12/2/2023,December,48,Saturday,74009054,Bob  Jones,Dental Receptionist With Medical Background,Interview,,,,Indeed
12/2/2023,December,48,Saturday,74019408,Frank  Williams,Dental Receptionist With Medical Background,Interview,,,,Indeed
12/2/2023,December,48,Saturday,74020629,Ethan  Johnson,Dental Patient Care & Finance Manager,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,74020855,Frank  Williams,Pediatric Dental Assistant,Screening,Never Responded,12/12/2023,,Indeed
12/2/2023,December,48,Saturday,74021046,Diana  Johnson,Pediatric Dental Assistant,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,74021969,John  Wilson,General Dentist,Offer,Doctor Rejected,12/7/2023,,Indeed
12/2/2023,December,48,Saturday,74023785,Jane  Miller,General Dentist,Inbox,Doctor Rejected,12/2/2023,,Indeed
12/2/2023,December,48,Saturday,74024333,Alice  Miller,Dental Billing Team Leader,Inbox,Not Living In NYC,12/3/2023,,ZipRecruiter
12/2/2023,December,48,Saturday,74025644,Emma  Moore,Dental Receptionist With Medical Background,Screening,,,,Indeed
12/2/2023,December,48,Saturday,74027755,Emma  Williams,Dental Office Manager,Inbox,Lacking relevant experience,12/2/2023,,Unknown
12/2/2023,December,48,Saturday,74027816,Diana  Williams,Regional Field Operations Manager,Inbox,Lacking relevant experience,12/2/2023,,Unknown
12/2/2023,December,48,Saturday,74031177,Bob  Johnson,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,74031220,Diana  Miller,Dental Office Manager,Inbox,Resume Incomplete,12/2/2023,,Indeed
12/2/2023,December,48,Saturday,74032089,John  Johnson,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/3/2023,,Indeed
12/2/2023,December,48,Saturday,74032225,Emma  Johnson,Pediatric Dental Assistant,Interview,Failed Working Interview,12/8/2023,,Indeed
12/2/2023,December,48,Saturday,74032710,Grace  Moore,General Dentist,Offer,Doctor Rejected,12/7/2023,,Indeed
12/3/2023,December,48,Sunday,74034165,Grace  Williams,Pediatric Dental Assistant,Screening,Commute & location,12/5/2023,,Indeed
12/3/2023,December,48,Sunday,74035130,Jane  Brown,Chairside Dental Assistant,Screening,Never Responded,12/11/2023,,Indeed
12/3/2023,December,48,Sunday,74035347,Bob  Miller,Dental Receptionist With Medical Background,Screening,Doctor Rejected,12/6/2023,,Unknown
12/3/2023,December,48,Sunday,74035364,John  Williams,Pediatric Dental Assistant,Interview,No Show,12/7/2023,,Indeed
12/3/2023,December,48,Sunday,74035552,Alice  Davis,Pediatric Dental Assistant,Inbox,Resume Incomplete,12/4/2023,,Indeed
12/3/2023,December,48,Sunday,74035622,Charlie  Smith,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/3/2023,December,48,Sunday,74036129,Bob  Davis,Chairside Dental Assistant,Interview,Never Responded,12/12/2023,,Indeed
12/3/2023,December,48,Sunday,74036172,Jane  Williams,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/3/2023,December,48,Sunday,74037272,Diana  Smith,Dental Receptionist With Medical Background,Interview,No Show,12/11/2023,,Indeed
12/3/2023,December,48,Sunday,74037375,Jane  Smith,Dental Receptionist With Medical Background,Screening,Never Responded,12/11/2023,,Indeed
12/3/2023,December,48,Sunday,74037505,Diana  Miller,Dental Office Manager,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/3/2023,December,48,Sunday,74037699,Jane  Miller,Dental Billing Team Leader,Inbox,Not Living In NYC,12/4/2023,,ZipRecruiter
12/3/2023,December,48,Sunday,74070317,Grace  Taylor,General Dentist,Offer,,,,Indeed
12/3/2023,December,48,Sunday,74074183,Emma  Jones,Chairside Dental Assistant,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/3/2023,December,48,Sunday,74075468,Ethan  Williams,Dental Receptionist With Medical Background,Inbox,Failed Zoom interview,12/4/2023,,Indeed
12/3/2023,December,48,Sunday,74075679,Emma  Williams,Dental Patient Relations Specialist,Screening,Lacking relevant experience,12/11/2023,,ZipRecruiter
12/3/2023,December,48,Sunday,74076088,Jane  Miller,Dental Office Manager,Screening,Lacking relevant experience,12/7/2023,,Indeed
12/3/2023,December,48,Sunday,74078004,Charlie  Smith,Dental Receptionist With Medical Background,Screening,Failed Zoom interview,12/7/2023,,Indeed
12/3/2023,December,48,Sunday,74080516,Ethan  Jones,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/3/2023,December,48,Sunday,74082395,Charlie  Taylor,General Dentist,Offer,,,,Indeed
12/4/2023,December,49,Monday,74083991,Charlie  Williams,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/4/2023,December,49,Monday,74085777,Emma  Williams,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/4/2023,December,49,Monday,74089526,Emma  Wilson,Pediatric Dental Assistant,Inbox,Failed Working Interview,12/4/2023,,Indeed
12/4/2023,December,49,Monday,74092050,Alice  Wilson,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/4/2023,December,49,Monday,74112309,Jane  Taylor,Dental Receptionist With Medical Background,Screening,Failed Zoom interview,12/6/2023,,ZipRecruiter
12/4/2023,December,49,Monday,74121046,Grace  Williams,Dental Office Manager,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/4/2023,December,49,Monday,74136093,Diana  Smith,Chairside Dental Assistant,Screening,No Show,12/7/2023,,Indeed
12/4/2023,December,49,Monday,74144832,Alice  Wilson,Dental Receptionist With Medical Background,Interview,Failed Zoom interview,12/6/2023,,Indeed
12/4/2023,December,49,Monday,74145083,Emma  Brown,Dental Office Manager,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/4/2023,December,49,Monday,74145589,Grace  Johnson,Dental Patient Care & Finance Manager,Inbox,Lacking relevant experience,12/4/2023,,Indeed
12/4/2023,December,49,Monday,74146809,Jane  Williams,Dental Office Manager,Screening,Not interested anymore,12/13/2023,,Indeed
12/4/2023,December,49,Monday,74164975,Grace  Wilson,Dental Office Manager,Inbox,Lacking relevant experience,12/5/2023,,Indeed
12/4/2023,December,49,Monday,74165900,Jane  Wilson,Dental Office Manager,Interview,Failed Zoom interview,12/12/2023,,Indeed
12/4/2023,December,49,Monday,74166199,Frank  Davis,Dental Billing Team Leader,Screening,Lacking relevant experience,12/6/2023,,ZipRecruiter
12/4/2023,December,49,Monday,74166897,Alice  Smith,Dental Office Manager,Inbox,Lacking relevant experience,12/5/2023,,Indeed
12/4/2023,December,49,Monday,74167376,John  Wilson,Dental Office Manager,Inbox,Lacking relevant experience,12/5/2023,,Indeed
12/4/2023,December,49,Monday,74172535,Bob  Johnson,Dental Receptionist With Medical Background,Interview,Lacking relevant experience,12/7/2023,,Indeed
12/4/2023,December,49,Monday,74182921,Charlie  Brown,Dental Billing Team Leader,Inbox,Not Living In NYC,12/5/2023,,ZipRecruiter
12/5/2023,December,49,Tuesday,74194549,Bob  Miller,Dental Billing Team Leader,Inbox,Not Living In NYC,12/6/2023,,ZipRecruiter
12/5/2023,December,49,Tuesday,74194748,Ethan  Miller,Dental Receptionist With Medical Background,Inbox,Lacking relevant experience,12/6/2023,,Unknown
